Date;High;Low;Open;Close;Volume;Adj Close;High_lastDay;Low_lastDay;Open_lastDay;Close_lastDay;Volume_lastDay;Adj Close_lastDay
37691;814,25;800,2999878;807,4799805;800,7299805;1427700000;800,7299805;828,8900146;806,5700073;828,8900146;807,4799805;1255000000;807,4799805
37692;804,1900024;788,9000244;800,7299805;804,1900024;1620000000;804,1900024;814,25;800,2999878;807,4799805;800,7299805;1427700000;800,7299805
37693;832,0200195;804,1900024;804,1900024;831,9000244;1816300000;831,9000244;804,1900024;788,9000244;800,7299805;804,1900024;1620000000;804,1900024
37694;841,3900146;828,2600098;831,8900146;833,2700195;1541900000;833,2700195;832,0200195;804,1900024;804,1900024;831,9000244;1816300000;831,9000244
37697;862,789978;827,1699829;833,2700195;862,789978;1700420000;862,789978;841,3900146;828,2600098;831,8900146;833,2700195;1541900000;833,2700195
37698;866,9400024;857,3599854;862,789978;866,4500122;1555100000;866,4500122;862,789978;827,1699829;833,2700195;862,789978;1700420000;862,789978
37699;874,9899902;861,210022;866,4500122;874,0200195;1473400000;874,0200195;866,9400024;857,3599854;862,789978;866,4500122;1555100000;866,4500122
37700;879,5999756;859,0100098;874,0200195;875,6699829;1439100000;875,6699829;874,9899902;861,210022;866,4500122;874,0200195;1473400000;874,0200195
37701;895,9000244;875,8400269;875,8400269;895,789978;1883710000;895,789978;879,5999756;859,0100098;874,0200195;875,6699829;1439100000;875,6699829
37704;895,789978;862,0200195;895,789978;864,2299805;1293000000;864,2299805;895,9000244;875,8400269;875,8400269;895,789978;1883710000;895,789978
37705;879,8699951;862,5900269;864,2299805;874,7399902;1333400000;874,7399902;895,789978;862,0200195;895,789978;864,2299805;1293000000;864,2299805
37706;875,7999878;866,4699707;874,7399902;869,9500122;1319700000;869,9500122;879,8699951;862,5900269;864,2299805;874,7399902;1333400000;874,7399902
37707;874,1500244;858,0900269;869,9500122;868,5200195;1232900000;868,5200195;875,7999878;866,4699707;874,7399902;869,9500122;1319700000;869,9500122
37708;869,8800049;860,8300171;868,5200195;863,5;1227000000;863,5;874,1500244;858,0900269;869,9500122;868,5200195;1232900000;868,5200195
37711;863,5;843,6799927;863,5;848,1799927;1495500000;848,1799927;869,8800049;860,8300171;868,5200195;863,5;1227000000;863,5
37712;861,2800293;847,8499756;848,1799927;858,4799805;1461600000;858,4799805;863,5;843,6799927;863,5;848,1799927;1495500000;848,1799927
37713;884,5700073;858,4799805;858,4799805;880,9000244;1589800000;880,9000244;861,2800293;847,8499756;848,1799927;858,4799805;1461600000;858,4799805
37714;885,8900146;876,1199951;880,9000244;876,4500122;1339500000;876,4500122;884,5700073;858,4799805;858,4799805;880,9000244;1589800000;880,9000244
37715;882,7299805;874,2299805;876,4500122;878,8499756;1241200000;878,8499756;885,8900146;876,1199951;880,9000244;876,4500122;1339500000;876,4500122
37718;904,8900146;878,8499756;878,8499756;879,9299927;1494000000;879,9299927;882,7299805;874,2299805;876,4500122;878,8499756;1241200000;878,8499756
37719;883,1099854;874,6799927;879,9299927;878,289978;1235400000;878,289978;904,8900146;878,8499756;878,8499756;879,9299927;1494000000;879,9299927
37720;887,3499756;865,7199707;878,289978;865,9899902;1293700000;865,9899902;883,1099854;874,6799927;879,9299927;878,289978;1235400000;878,289978
37721;871,7800293;862,7600098;865,9899902;871,5800171;1275300000;871,5800171;887,3499756;865,7199707;878,289978;865,9899902;1293700000;865,9899902
37722;883,3400269;865,9199829;871,5800171;868,2999878;1141600000;868,2999878;871,7800293;862,7600098;865,9899902;871,5800171;1275300000;871,5800171
